Player,Pos,Age,Team,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,next_G,next_MP,next_PTS,next_TRB,next_AST,next_STL,next_BLK,next_TOV,next_FG%,next_3P%,next_eFG%,pts_change,ast_change,trb_change,mp_change,efg_change,breakout_score,Breakout,PTS_growth,AST_growth,TRB_growth,MP_growth,eFG%_growth
Allen Iverson,SG,23.0,PHI,48,48,41.5,9.1,22.0,0.412,1.2,4.1,0.291,7.9,17.9,0.44,0.439,7.4,9.9,0.751,1.4,3.5,4.9,4.6,2.3,0.1,3.5,2.0,26.8,1999,70,40.8,28.4,3.8,4.7,2.1,0.1,3.3,0.421,0.341,0.446,1.5999999999999979,0.10000000000000053,-1.1000000000000005,-0.7000000000000028,0.007000000000000006,-0.07285076612856961,0,4.800000000000001,-1.6000000000000005,1.2000000000000002,2.1000000000000014,-0.046999999999999986
Allen Iverson,SG,24.0,PHI,70,70,40.8,10.4,24.8,0.421,1.3,3.7,0.341,9.1,21.0,0.435,0.446,6.3,8.9,0.713,1.0,2.8,3.8,4.7,2.1,0.1,3.3,2.3,28.4,2000,71,42.0,31.1,3.8,4.6,2.5,0.3,3.3,0.42,0.32,0.447,2.700000000000003,-0.10000000000000053,0.0,1.2000000000000028,0.0010000000000000009,0.1823080674832119,0,1.5999999999999979,0.10000000000000053,-1.1000000000000005,-0.7000000000000028,0.007000000000000006
Alonzo Gee,SG,24.0,CLE,63,31,29.0,3.6,8.7,0.412,0.7,2.2,0.321,2.9,6.6,0.442,0.452,2.7,3.4,0.788,1.6,3.5,5.1,1.8,1.3,0.3,1.8,2.4,10.6,2012,82,31.0,10.3,3.9,1.6,1.3,0.4,1.6,0.41,0.315,0.456,-0.29999999999999893,-0.19999999999999996,-1.1999999999999997,2.0,0.0040000000000000036,-0.25838870802991987,0,4.699999999999999,1.1,1.7999999999999998,9.0,-0.03899999999999998
Alperen Sengun,C,21.0,HOU,63,63,32.5,8.4,15.6,0.537,0.5,1.8,0.297,7.8,13.8,0.567,0.553,3.9,5.6,0.693,2.9,6.4,9.3,5.0,1.2,0.7,2.6,3.3,21.1,2024,76,31.5,19.1,10.3,4.9,1.1,0.8,2.6,0.496,0.233,0.505,-2.0,-0.09999999999999964,1.0,-1.0,-0.04800000000000004,-0.39598882778567923,0,11.500000000000002,2.4,3.8000000000000007,11.8,0.051000000000000045
Alvin Williams,PG,24.0,TOR,50,45,21.0,1.9,4.7,0.401,0.3,0.8,0.333,1.6,3.9,0.415,0.43,0.9,1.0,0.846,0.4,1.3,1.6,2.6,1.0,0.2,1.1,1.9,5.0,1999,55,14.2,5.3,1.5,2.3,0.6,0.2,0.9,0.397,0.291,0.425,0.2999999999999998,-0.30000000000000027,-0.10000000000000009,-6.800000000000001,-0.0050000000000000044,-0.3978460468340548,0,-1.0,0.7000000000000002,0.10000000000000009,1.1999999999999993,-0.029000000000000026
Amar'e Stoudemire,PF,21.0,PHO,55,53,36.8,7.5,15.7,0.475,0.0,0.1,0.2,7.5,15.6,0.477,0.476,5.6,7.9,0.713,2.9,6.2,9.0,1.4,1.2,1.6,3.2,3.4,20.6,2004,80,36.1,26.0,8.9,1.6,1.0,1.6,2.4,0.559,0.188,0.56,5.399999999999999,0.20000000000000018,-0.09999999999999964,-0.6999999999999957,0.08400000000000007,0.643352256216396,0,7.100000000000001,0.3999999999999999,0.1999999999999993,5.4999999999999964,0.0030000000000000027
Amar'e Stoudemire,C,22.0,PHO,80,80,36.1,9.3,16.7,0.559,0.0,0.2,0.188,9.3,16.5,0.564,0.56,7.3,9.9,0.733,2.7,6.2,8.9,1.6,1.0,1.6,2.4,3.5,26.0,2005,3,16.7,8.7,5.3,0.7,0.3,1.0,0.3,0.333,0.0,0.333,-17.3,-0.9000000000000001,-3.6000000000000005,-19.400000000000002,-0.22700000000000004,-3.7128763893186703,0,5.399999999999999,0.20000000000000018,-0.09999999999999964,-0.6999999999999957,0.08400000000000007
Amar'e Stoudemire,C,24.0,PHO,82,78,32.8,7.4,12.9,0.575,0.0,0.0,0.0,7.4,12.8,0.577,0.575,5.6,7.1,0.781,2.7,6.9,9.6,1.0,1.0,1.3,2.8,3.6,20.4,2007,79,33.9,25.2,9.1,1.5,0.8,2.1,2.2,0.59,0.161,0.592,4.800000000000001,0.5,-0.5,1.1000000000000014,0.017000000000000015,0.48968098170532814,0,-5.600000000000001,-0.6000000000000001,0.6999999999999993,-3.3000000000000043,0.014999999999999902
Amir Johnson,PF,22.0,TOR,82,5,17.7,2.5,4.1,0.623,0.0,0.0,0.0,2.5,4.0,0.63,0.623,1.2,1.8,0.638,1.9,2.9,4.8,0.6,0.5,0.8,0.8,3.1,6.2,2010,72,25.7,9.6,6.4,1.1,0.7,1.2,1.0,0.568,0.0,0.568,3.3999999999999995,0.5000000000000001,1.6000000000000005,8.0,-0.05500000000000005,0.6343252271516203,0,2.7,0.3,1.0999999999999996,3.0,0.028000000000000025
Amir Johnson,PF,23.0,TOR,72,54,25.7,3.9,6.9,0.568,0.0,0.0,0.0,3.9,6.9,0.569,0.568,1.8,2.2,0.788,2.6,3.8,6.4,1.1,0.7,1.2,1.0,3.7,9.6,2011,64,24.3,7.1,6.4,1.2,0.5,1.1,1.5,0.576,0.4,0.579,-2.5,0.09999999999999987,0.0,-1.3999999999999986,0.01100000000000001,-0.40318149592892283,0,3.3999999999999995,0.5000000000000001,1.6000000000000005,8.0,-0.05500000000000005
Amir Johnson,PF,24.0,TOR,64,43,24.3,3.1,5.3,0.576,0.0,0.1,0.4,3.0,5.2,0.579,0.579,0.9,1.3,0.69,2.3,4.0,6.4,1.2,0.5,1.1,1.5,3.3,7.1,2012,81,28.7,10.0,7.5,1.5,1.0,1.4,1.4,0.554,0.385,0.559,2.9000000000000004,0.30000000000000004,1.0999999999999996,4.399999999999999,-0.019999999999999907,0.4529268892876354,0,-2.5,0.09999999999999987,0.0,-1.3999999999999986,0.01100000000000001
Anderson Varejao,C,23.0,CLE,48,4,15.8,1.6,3.1,0.527,0.0,0.0,0.0,1.6,3.1,0.53,0.527,1.3,2.5,0.513,1.6,3.3,4.9,0.4,0.6,0.4,0.6,2.5,4.6,2006,81,23.9,6.8,6.7,0.9,0.9,0.6,0.8,0.476,0.0,0.476,2.2,0.5,1.7999999999999998,8.099999999999998,-0.051000000000000045,0.5405467239558801,0,-0.3000000000000007,-0.09999999999999998,0.10000000000000053,-0.1999999999999993,0.014000000000000012
Anderson Varejao,C,24.0,CLE,81,6,23.9,2.4,5.0,0.476,0.0,0.1,0.0,2.4,4.8,0.487,0.476,2.0,3.3,0.616,2.4,4.4,6.7,0.9,0.9,0.6,0.8,3.3,6.8,2007,48,27.5,6.7,8.3,1.1,0.8,0.5,1.2,0.461,0.0,0.461,-0.09999999999999964,0.20000000000000007,1.6000000000000005,3.6000000000000014,-0.014999999999999958,0.15502169300991742,0,2.2,0.5,1.7999999999999998,8.099999999999998,-0.051000000000000045
Andray Blatche,PF,21.0,WAS,82,15,20.4,3.1,6.5,0.474,0.0,0.2,0.231,3.1,6.4,0.48,0.477,1.3,1.9,0.695,2.0,3.2,5.2,1.1,0.6,1.4,1.4,3.1,7.5,2008,71,24.0,10.0,5.3,1.7,0.7,1.0,1.6,0.471,0.238,0.475,2.5,0.5999999999999999,0.09999999999999964,3.6000000000000014,-0.0020000000000000018,0.36546961433906383,0,3.8,0.40000000000000013,1.8000000000000003,8.2,0.02999999999999997
Andray Blatche,C,22.0,WAS,71,36,24.0,4.2,8.9,0.471,0.1,0.3,0.238,4.1,8.6,0.479,0.475,1.6,2.3,0.704,1.8,3.5,5.3,1.7,0.7,1.0,1.6,3.0,10.0,2009,81,27.9,14.1,6.3,2.1,1.0,0.9,2.2,0.478,0.295,0.485,4.1,0.40000000000000013,1.0,3.8999999999999986,0.010000000000000009,0.6411248122746921,0,2.5,0.5999999999999999,0.09999999999999964,3.6000000000000014,-0.0020000000000000018
Andray Blatche,PF,23.0,WAS,81,36,27.9,5.9,12.3,0.478,0.2,0.5,0.295,5.7,11.8,0.487,0.485,2.1,2.9,0.744,2.0,4.3,6.3,2.1,1.0,0.9,2.2,2.7,14.1,2010,64,33.9,16.8,8.2,2.3,1.5,0.8,2.7,0.445,0.222,0.447,2.700000000000001,0.19999999999999973,1.8999999999999995,6.0,-0.03799999999999998,0.5145608166609451,0,4.1,0.40000000000000013,1.0,3.8999999999999986,0.010000000000000009
Andray Blatche,PF,24.0,WAS,64,63,33.9,6.7,15.0,0.445,0.1,0.3,0.222,6.6,14.7,0.449,0.447,3.4,4.4,0.777,2.9,5.4,8.2,2.3,1.5,0.8,2.7,2.8,16.8,2011,26,24.1,8.5,5.8,1.1,0.8,0.7,1.4,0.38,0.286,0.384,-8.3,-1.1999999999999997,-2.3999999999999995,-9.799999999999997,-0.063,-1.9683283558347004,0,2.700000000000001,0.19999999999999973,1.8999999999999995,6.0,-0.03799999999999998
Andre Drummond,C,20.0,DET,81,81,32.3,5.9,9.5,0.623,0.0,0.0,0.0,5.9,9.5,0.625,0.623,1.7,4.0,0.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4,13.5,2014,82,30.5,13.8,13.5,0.7,0.9,1.9,1.5,0.514,0.0,0.514,0.3000000000000007,0.29999999999999993,0.3000000000000007,-1.7999999999999972,-0.10899999999999999,-0.32614954760136333,0,5.6,-0.09999999999999998,5.6,11.599999999999998,0.013000000000000012
Andre Drummond,C,21.0,DET,82,82,30.5,6.0,11.7,0.514,0.0,0.0,0.0,6.0,11.7,0.515,0.514,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,2015,81,32.9,16.2,14.8,0.8,1.5,1.4,1.9,0.521,0.333,0.522,2.3999999999999986,0.10000000000000009,1.3000000000000007,2.3999999999999986,0.008000000000000007,0.38632631278328694,0,0.3000000000000007,0.29999999999999993,0.3000000000000007,-1.7999999999999972,-0.10899999999999999
Andre Drummond,C,22.0,DET,81,81,32.9,6.8,13.1,0.521,0.0,0.1,0.333,6.8,13.0,0.522,0.522,2.6,7.2,0.355,4.9,9.9,14.8,0.8,1.5,1.4,1.9,3.0,16.2,2016,81,29.7,13.6,13.8,1.1,1.5,1.1,1.9,0.53,0.286,0.531,-2.5999999999999996,0.30000000000000004,-1.0,-3.1999999999999993,0.009000000000000008,-0.5550991625714342,0,2.3999999999999986,0.10000000000000009,1.3000000000000007,2.3999999999999986,0.008000000000000007
Andre Drummond,C,23.0,DET,81,81,29.7,6.0,11.2,0.53,0.0,0.1,0.286,5.9,11.2,0.532,0.531,1.7,4.4,0.386,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,2017,78,33.7,15.0,16.0,3.0,1.5,1.6,2.6,0.529,0.0,0.529,1.4000000000000004,1.9,2.1999999999999993,4.0000000000000036,-0.0020000000000000018,0.7218729827239468,1,-2.5999999999999996,0.30000000000000004,-1.0,-3.1999999999999993,0.009000000000000008
Andre Drummond,C,24.0,DET,78,78,33.7,6.0,11.3,0.529,0.0,0.1,0.0,6.0,11.2,0.536,0.529,3.1,5.1,0.605,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,15.0,2018,79,33.5,17.3,15.6,1.4,1.7,1.7,2.2,0.533,0.132,0.536,2.3000000000000007,-1.6,-0.40000000000000036,-0.20000000000000284,0.007000000000000006,-0.1980278771559487,0,1.4000000000000004,1.9,2.1999999999999993,4.0000000000000036,-0.0020000000000000018
Andre Iguodala,SF,22.0,PHI,82,82,37.6,4.2,8.4,0.5,0.7,1.9,0.354,3.5,6.5,0.543,0.541,3.2,4.3,0.754,1.4,4.4,5.9,3.1,1.6,0.3,1.9,2.4,12.3,2006,76,40.3,18.2,5.7,5.7,2.0,0.4,3.4,0.447,0.31,0.471,5.899999999999999,2.6,-0.20000000000000018,2.6999999999999957,-0.07000000000000006,0.8565592716445096,1,3.3000000000000007,0.10000000000000009,0.20000000000000018,4.800000000000004,0.0050000000000000044
Andre Iguodala,SG,23.0,PHI,76,76,40.3,5.8,13.0,0.447,0.6,2.0,0.31,5.2,11.0,0.472,0.471,5.9,7.3,0.82,1.0,4.7,5.7,5.7,2.0,0.4,3.4,2.6,18.2,2007,82,39.5,19.9,5.4,4.8,2.1,0.6,2.6,0.456,0.329,0.495,1.6999999999999993,-0.9000000000000004,-0.2999999999999998,-0.7999999999999972,0.02400000000000002,-0.10985245035573571,0,5.899999999999999,2.6,-0.20000000000000018,2.6999999999999957,-0.07000000000000006
Andre Iguodala,SF,24.0,PHI,82,82,39.5,7.1,15.6,0.456,1.2,3.7,0.329,5.9,11.8,0.496,0.495,4.5,6.2,0.721,1.0,4.4,5.4,4.8,2.1,0.6,2.6,2.3,19.9,2008,82,39.9,18.8,5.7,5.3,1.6,0.4,2.7,0.473,0.307,0.507,-1.0999999999999979,0.5,0.2999999999999998,0.3999999999999986,0.01200000000000001,-0.0883835774947901,0,1.6999999999999993,-0.9000000000000004,-0.2999999999999998,-0.7999999999999972,0.02400000000000002
Andre Miller,PG,24.0,CLE,82,82,34.7,5.5,12.2,0.452,0.2,0.8,0.266,5.3,11.4,0.465,0.461,4.6,5.5,0.833,1.1,3.2,4.4,8.0,1.5,0.3,3.2,2.8,15.8,2001,81,37.3,16.5,4.7,10.9,1.6,0.4,3.0,0.454,0.253,0.464,0.6999999999999993,2.9000000000000004,0.2999999999999998,2.5999999999999943,0.0030000000000000027,0.5729401841670888,0,4.700000000000001,2.2,1.0000000000000004,9.200000000000003,0.0050000000000000044
Andre Roberson,SG,23.0,OKC,67,65,19.2,1.4,3.0,0.458,0.3,1.3,0.247,1.1,1.7,0.612,0.51,0.3,0.7,0.479,0.9,2.9,3.8,1.0,0.8,0.4,0.7,2.1,3.4,2015,70,22.2,4.8,3.6,0.7,0.8,0.6,0.5,0.496,0.311,0.555,1.4,-0.30000000000000004,-0.19999999999999973,3.0,0.04500000000000004,0.14692533298664198,0,1.5,0.6,1.4,9.2,0.010000000000000009
Andre Roberson,SG,24.0,OKC,70,70,22.2,1.9,3.9,0.496,0.5,1.5,0.311,1.5,2.4,0.608,0.555,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.8,0.6,0.5,1.9,4.8,2016,79,30.1,6.6,5.1,1.0,1.2,1.0,0.6,0.464,0.245,0.513,1.7999999999999998,0.30000000000000004,1.4999999999999996,7.900000000000002,-0.04200000000000004,0.44357024423224295,0,1.4,-0.30000000000000004,-0.19999999999999973,3.0,0.04500000000000004
Andrei Kirilenko,SF,21.0,UTA,80,11,27.7,3.9,8.0,0.491,0.5,1.4,0.325,3.5,6.6,0.527,0.519,3.7,4.6,0.8,1.8,3.4,5.3,1.7,1.5,2.2,1.7,2.3,12.0,2003,78,37.1,16.5,8.1,3.1,1.9,2.8,2.8,0.443,0.338,0.479,4.5,1.4000000000000001,2.8,9.400000000000002,-0.040000000000000036,1.1240948449204864,1,1.3000000000000007,0.5999999999999999,0.39999999999999947,1.5,0.049000000000000044
Andrei Kirilenko,PF,22.0,UTA,78,78,37.1,5.3,11.9,0.443,0.9,2.6,0.338,4.4,9.4,0.471,0.479,5.0,6.4,0.79,2.9,5.2,8.1,3.1,1.9,2.8,2.8,2.2,16.5,2004,41,32.9,15.6,6.2,3.2,1.6,3.3,2.2,0.493,0.299,0.52,-0.9000000000000004,0.10000000000000009,-1.8999999999999995,-4.200000000000003,0.041000000000000036,-0.46684844751415394,0,4.5,1.4000000000000001,2.8,9.400000000000002,-0.040000000000000036
Andrei Kirilenko,PF,23.0,UTA,41,37,32.9,5.0,10.2,0.493,0.6,1.9,0.299,4.5,8.4,0.536,0.52,5.0,6.3,0.784,2.2,4.0,6.2,3.2,1.6,3.3,2.2,2.5,15.6,2005,69,37.7,15.3,8.0,4.3,1.5,3.2,2.9,0.46,0.308,0.485,-0.29999999999999893,1.0999999999999996,1.7999999999999998,4.800000000000004,-0.03500000000000003,0.30524452648173733,0,-0.9000000000000004,0.10000000000000009,-1.8999999999999995,-4.200000000000003,0.041000000000000036
Andrei Kirilenko,SF,24.0,UTA,69,63,37.7,4.9,10.6,0.46,0.5,1.7,0.308,4.3,8.9,0.489,0.485,5.0,7.2,0.699,2.3,5.7,8.0,4.3,1.5,3.2,2.9,2.3,15.3,2006,70,29.3,8.3,4.7,2.9,1.1,2.1,1.9,0.471,0.213,0.49,-7.0,-1.4,-3.3,-8.400000000000002,0.0050000000000000044,-1.7605822870672585,0,-0.29999999999999893,1.0999999999999996,1.7999999999999998,4.800000000000004,-0.03500000000000003
Andrew Bogut,C,22.0,MIL,66,66,34.2,5.3,9.5,0.553,0.0,0.1,0.2,5.3,9.5,0.556,0.554,1.7,2.9,0.577,2.5,6.3,8.8,3.0,0.7,0.5,2.3,3.3,12.3,2007,78,34.9,14.3,9.8,2.6,0.8,1.7,2.2,0.511,0.0,0.511,2.0,-0.3999999999999999,1.0,0.6999999999999957,-0.04300000000000004,0.04863413188456715,0,2.9000000000000004,0.7000000000000002,1.8000000000000007,5.600000000000001,0.02100000000000002
Andrew Bogut,C,23.0,MIL,78,78,34.9,6.0,11.7,0.511,0.0,0.1,0.0,6.0,11.6,0.515,0.511,2.4,4.1,0.587,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3,14.3,2008,36,31.2,11.7,10.3,2.0,0.6,1.0,2.4,0.577,,0.577,-2.6000000000000014,-0.6000000000000001,0.5,-3.6999999999999993,0.06599999999999995,-0.42717700997971497,0,2.0,-0.3999999999999999,1.0,0.6999999999999957,-0.04300000000000004
Andrew Bynum,C,22.0,LAL,65,65,30.4,6.0,10.6,0.57,0.0,0.0,0.0,6.0,10.6,0.571,0.57,3.0,4.0,0.739,2.7,5.6,8.3,1.0,0.5,1.4,1.8,3.0,15.0,2010,54,27.8,11.3,9.4,1.4,0.4,2.0,1.4,0.574,,0.574,-3.6999999999999993,0.3999999999999999,1.0999999999999996,-2.599999999999998,0.0040000000000000036,-0.41214526615205677,0,0.6999999999999993,-0.3999999999999999,0.3000000000000007,1.5,0.009999999999999898
Andrew Harrison,PG,23.0,MEM,56,46,23.7,3.2,7.7,0.422,0.8,2.5,0.331,2.4,5.1,0.467,0.477,2.2,2.8,0.78,0.4,1.9,2.3,3.2,0.7,0.5,1.4,2.5,9.5,2018,17,11.0,3.2,1.2,1.4,0.2,0.1,0.7,0.302,0.2,0.349,-6.3,-1.8000000000000003,-1.0999999999999999,-12.7,-0.128,-1.958267755093408,0,3.5999999999999996,0.40000000000000036,0.3999999999999999,3.1999999999999993,0.09199999999999997
Andrew Nembhard,PG,24.0,IND,68,47,25.0,3.8,7.7,0.498,0.9,2.5,0.357,2.9,5.2,0.567,0.557,0.7,0.8,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,2.1,9.2,2024,65,28.9,10.0,3.3,5.0,1.2,0.2,1.7,0.458,0.291,0.506,0.8000000000000007,0.9000000000000004,1.1999999999999997,3.8999999999999986,-0.051000000000000045,0.254548419493198,0,-0.3000000000000007,-0.40000000000000036,-0.6000000000000001,-2.6000000000000014,0.04500000000000004
Andrew Nicholson,PF,24.0,ORL,76,5,15.4,2.4,5.5,0.429,0.4,1.2,0.315,2.0,4.4,0.459,0.462,0.6,0.8,0.825,0.7,2.7,3.4,0.3,0.2,0.3,0.7,2.0,5.7,2014,40,12.3,4.9,2.1,0.6,0.2,0.3,0.6,0.437,0.317,0.471,-0.7999999999999998,0.3,-1.2999999999999998,-3.0999999999999996,0.008999999999999952,-0.39228624244244875,0,-2.0999999999999996,-0.3,0.0,-1.299999999999999,-0.065
Andrew Wiggins,SF,20.0,MIN,81,81,35.1,7.3,16.0,0.459,0.7,2.3,0.3,6.6,13.6,0.486,0.481,5.3,7.0,0.761,1.3,2.3,3.6,2.0,1.0,0.6,2.2,2.0,20.7,2016,82,37.2,23.6,4.0,2.3,1.0,0.4,2.3,0.452,0.356,0.484,2.900000000000002,0.2999999999999998,0.3999999999999999,2.1000000000000014,0.0030000000000000027,0.35230589031719095,0,3.8000000000000007,-0.10000000000000009,-0.9999999999999996,-1.1000000000000014,0.02699999999999997
Andrew Wiggins,SF,21.0,MIN,82,82,37.2,8.6,19.1,0.452,1.3,3.5,0.356,7.4,15.6,0.473,0.484,5.0,6.6,0.76,1.2,2.8,4.0,2.3,1.0,0.4,2.3,2.2,23.6,2017,82,36.3,17.7,4.4,2.0,1.1,0.6,1.7,0.438,0.331,0.481,-5.900000000000002,-0.2999999999999998,0.40000000000000036,-0.9000000000000057,-0.0030000000000000027,-0.8087757845028433,0,2.900000000000002,0.2999999999999998,0.3999999999999999,2.1000000000000014,0.0030000000000000027
Andrew Wiggins,SF,22.0,MIN,82,82,36.3,6.9,15.9,0.438,1.4,4.1,0.331,5.6,11.7,0.475,0.481,2.5,3.8,0.643,1.0,3.4,4.4,2.0,1.1,0.6,1.7,2.0,17.7,2018,73,34.8,18.1,4.8,2.5,1.0,0.7,1.9,0.412,0.339,0.461,0.40000000000000213,0.5,0.39999999999999947,-1.5,-0.019999999999999962,-0.05289891924808563,0,-5.900000000000002,-0.2999999999999998,0.40000000000000036,-0.9000000000000057,-0.0030000000000000027
Andrew Wiggins,SF,23.0,MIN,73,73,34.8,6.8,16.6,0.412,1.6,4.8,0.339,5.2,11.8,0.441,0.461,2.8,4.1,0.699,1.1,3.7,4.8,2.5,1.0,0.7,1.9,2.1,18.1,2019,54,34.4,21.8,5.1,3.7,0.8,1.0,2.4,0.447,0.332,0.504,3.6999999999999993,1.2000000000000002,0.2999999999999998,-0.3999999999999986,0.04299999999999998,0.594063633429777,0,0.40000000000000213,0.5,0.39999999999999947,-1.5,-0.019999999999999962
Andrew Wiggins,SF,24.0,GSW,54,54,34.4,8.1,18.1,0.447,2.1,6.2,0.332,6.0,11.9,0.506,0.504,3.5,5.0,0.709,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8,2020,71,33.3,18.6,4.9,2.4,0.9,1.0,1.8,0.477,0.38,0.543,-3.1999999999999993,-1.3000000000000003,-0.1999999999999993,-1.1000000000000014,0.039000000000000035,-0.6689923906102371,0,3.6999999999999993,1.2000000000000002,0.2999999999999998,-0.3999999999999986,0.04299999999999998
Andris Biedrins,C,22.0,GSW,62,58,30.0,5.0,8.6,0.578,0.0,0.0,0.0,5.0,8.6,0.579,0.578,1.9,3.5,0.551,3.6,7.6,11.2,2.0,1.0,1.5,1.8,3.8,11.9,2009,33,23.1,5.0,7.8,1.7,0.6,1.3,1.0,0.591,,0.591,-6.9,-0.30000000000000004,-3.3999999999999995,-6.899999999999999,0.013000000000000012,-1.5021937530482425,0,1.4000000000000004,1.0,1.3999999999999986,2.6999999999999993,-0.04800000000000004
Anfernee Simons,SG,21.0,POR,64,0,17.3,2.6,6.3,0.419,1.9,4.4,0.426,0.8,1.9,0.403,0.569,0.7,0.9,0.807,0.2,2.0,2.2,1.4,0.3,0.1,0.7,1.5,7.8,2021,57,29.5,17.3,2.6,3.9,0.5,0.1,2.0,0.443,0.405,0.555,9.5,2.5,0.3999999999999999,12.2,-0.013999999999999901,1.734870982601294,1,-0.5000000000000009,0.0,0.0,-3.3999999999999986,0.09999999999999998
Anfernee Simons,SG,22.0,POR,57,30,29.5,6.2,14.0,0.443,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3,2022,62,35.0,21.1,2.6,4.1,0.7,0.2,2.1,0.447,0.377,0.548,3.8000000000000007,0.19999999999999973,0.0,5.5,-0.007000000000000006,0.4750802610753349,0,9.5,2.5,0.3999999999999999,12.2,-0.013999999999999901
Anfernee Simons,SG,23.0,POR,62,62,35.0,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,2023,46,34.4,22.6,3.6,5.5,0.5,0.1,2.7,0.43,0.385,0.523,1.5,1.4000000000000004,1.0,-0.6000000000000014,-0.025000000000000022,0.30669843409497893,0,3.8000000000000007,0.19999999999999973,0.0,5.5,-0.007000000000000006
Anfernee Simons,SG,24.0,POR,46,46,34.4,7.8,18.2,0.43,3.4,8.8,0.385,4.4,9.4,0.472,0.523,3.5,3.9,0.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6,2024,70,32.7,19.3,2.7,4.8,0.9,0.1,2.0,0.426,0.363,0.521,-3.3000000000000007,-0.7000000000000002,-0.8999999999999999,-1.6999999999999957,-0.0020000000000000018,-0.7689713874671646,0,1.5,1.4000000000000004,1.0,-0.6000000000000014,-0.025000000000000022
Antawn Jamison,SF,23.0,GSW,43,41,36.2,8.3,17.6,0.471,0.0,0.2,0.286,8.2,17.4,0.473,0.472,3.0,4.8,0.611,4.0,4.3,8.3,2.1,0.7,0.3,2.6,2.7,19.6,2000,82,41.4,24.9,8.7,2.0,1.4,0.3,2.4,0.442,0.302,0.459,5.299999999999997,-0.10000000000000009,0.3999999999999986,5.199999999999996,-0.012999999999999956,0.6050424459299234,0,10.000000000000002,1.4000000000000001,1.9000000000000004,13.700000000000003,0.01599999999999996
Antawn Jamison,SF,24.0,GSW,82,82,41.4,9.8,22.1,0.442,0.8,2.5,0.302,9.0,19.6,0.459,0.459,4.7,6.5,0.715,3.4,5.3,8.7,2.0,1.4,0.3,2.4,2.7,24.9,2001,82,37.0,19.7,6.8,2.0,0.9,0.5,2.0,0.447,0.324,0.471,-5.199999999999999,0.0,-1.8999999999999995,-4.399999999999999,0.011999999999999955,-1.0196244156983674,0,5.299999999999997,-0.10000000000000009,0.3999999999999986,5.199999999999996,-0.012999999999999956
Anthony Bennett,PF,21.0,MIN,57,3,15.7,2.2,5.2,0.421,0.1,0.4,0.304,2.1,4.8,0.431,0.433,0.7,1.1,0.641,0.9,2.9,3.8,0.8,0.5,0.3,0.6,1.5,5.2,2015,19,4.4,1.5,1.2,0.0,0.3,0.0,0.2,0.296,0.214,0.352,-3.7,-0.8,-2.5999999999999996,-11.299999999999999,-0.08100000000000002,-1.5186760726588024,0,1.0,0.5,0.7999999999999998,2.8999999999999986,0.04899999999999999
Anthony Davis,PF,20.0,NOP,67,66,35.2,7.8,15.0,0.519,0.0,0.1,0.222,7.8,14.9,0.522,0.52,5.2,6.6,0.791,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,2014,68,36.1,24.4,10.2,2.2,1.5,2.9,1.4,0.535,0.083,0.536,3.599999999999998,0.6000000000000001,0.1999999999999993,0.8999999999999986,0.016000000000000014,0.44788897524106713,0,7.300000000000001,0.6000000000000001,1.8000000000000007,6.400000000000002,0.0040000000000000036
Anthony Davis,PF,21.0,NOP,68,68,36.1,9.4,17.6,0.535,0.0,0.2,0.083,9.4,17.5,0.54,0.536,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,2015,61,35.5,24.3,10.3,1.9,1.3,2.0,2.0,0.493,0.324,0.508,-0.09999999999999787,-0.30000000000000027,0.10000000000000142,-0.6000000000000014,-0.028000000000000025,-0.268174055111214,0,3.599999999999998,0.6000000000000001,0.1999999999999993,0.8999999999999986,0.016000000000000014
